comments,likes,Target
आपने उत्तर प्रदेश सिर्फ लूटने काम आपकी नियत सिर्फ लूटने सिर्फ हित देखते प्रदेश हित उम्मीद आपसे सकती,0,Akhilesh
satta bjp sawal sapa baspa congress krenge,1,Akhilesh
akhilesh bhaiyainke pas sawal haikhisiyani billi khamba noche,0,Akhilesh
akhilesh baba nay itnay saray kohinoor jama aab bhagwan bachay,1,Akhilesh
akhilesh निस्पक्ष इमान्दार पत्रकार है।amish comedy me amish devgan bjps spokesperson laughing,55,Akhilesh
jai jai akhilesh,1,Akhilesh
निष्पक्ष पत्रकार मुस्कुरा छोरा समझ,0,Akhilesh
bjp pass rate dalegi ajeeb,0,Akhilesh
mask lagaya bakwas karwa reporter,0,Akhilesh
akhilesh baar,0,Akhilesh
अखिलेश गयो टोंटीचोरक्लेश,1,Akhilesh
papu chota gapu,0,Akhilesh
jai akhilesh,0,Akhilesh
sacrasm,1,Akhilesh
cm अखिलेश,0,Akhilesh
feel glad akhilesh sirr perfectly replied question,15,Akhilesh
tak,0,Akhilesh
gullu,0,Akhilesh
ईमानदार पत्रकार,0,Akhilesh
अंजना ईमानदार,3,Akhilesh
बिल्कुल सही बात चुनाव समय सारी एजेंसी सक्रिय क्यू सोचने वाली बात अंध भक्त न्ही मानेगे,1,Akhilesh
akhilesh cm uttar pradesh   march,0,Akhilesh
achievement akhilesh   dial girl aircraft highway riverfront family tool tax end highway laptop student police public solar village etc prime ministr post sachha hakidaar,0,Akhilesh
wha akhlesh bhiya  imandar patrkar,0,Akhilesh
young voters parents support akhilesh goood quality infrastructures employment,16,Akhilesh
akilesh  seats nelabaditha pothulu vadhu sp win,1,Akhilesh
akhilesh bhaiya jindabad,52,Akhilesh
againईमानदार पत्रकार हैgullu vs who,0,Akhilesh
भाग्य बेजेपी दे हैजय समाजवादी सरकार ईस्वर बार है,207,Akhilesh
jai akhilesh tay akhilesh,37,Akhilesh
akhilesh sarkar,0,Akhilesh
toti chor bhaeya,0,Akhilesh
tautar samajbadi partiadmi bhulnachaiye admiku lobh dekhakar ghuma pherakar bat kiyajaraha,0,Akhilesh
kala dhan safaya chupe,0,Akhilesh
dynamic leader  st century akhilesh yadav ji supporter party leader upcoming generation time focus real agenda uttar pradesh casteism nepotism religion,20,Akhilesh
क्यों राम भक्तो गोलियां चलवाई अतीक अहमद मुस्ताक अंसारी सब pl बता दीजिए आपके पिताजी मुलायम सिंह यादव साइकिल चलते अरबों संपति आई बता दीजिए आपके कार्यकर्ता साजिश गुंडा गर्दी क्यों बताते,0,Akhilesh
सच्चे पत्रकार,0,Akhilesh
baba mukhyamantri,0,Akhilesh
sarkar musalmaan cantrole rahunga bharosa,0,Akhilesh
ambani adani chapa karwate bjp tb maante inko,0,Akhilesh
jai akhlelsh jai samajwadi party,0,Akhilesh
bjp jindabad,0,Akhilesh
jai akhilesh jai samajhvad,6,Akhilesh
जय अखिलेश,0,Akhilesh
nonsense amount money raids raided jai yogi,3,Akhilesh
फर्क साफ भाजपा साफ,27,Akhilesh
sale choro chore dikhai pdti,0,Akhilesh
लाख छापा मारकर परेसान बार अखिलेश आयेंगे। कदम सफलता ओर अग्रसर,116,Akhilesh
funny interview tonti,16,Akhilesh
madam imandar sirf bjp,0,Akhilesh
amish devgun trap akhilesh yadav usual propaganda back single question akhilesh sarcasm single time calling amish unbiased journalist pure gold,138,Akhilesh
जय अखिलेश,2,Akhilesh
chup raho,0,Akhilesh
akhilesh cm,0,Akhilesh
यूपी आरजकता महौल है यूपी कानून जगंल राज योगी सिर्फ मुस्लिम बिरोध सकतें हैं।,0,Akhilesh
sir star khabhi sas bahu newz   ndtv aapni bat rkha kro siryas lega godimidiya,0,Akhilesh
jay samajvadi,34,Akhilesh
mehenat kre job mile khe ristedar job miljati esa gareebo bachche age jaye janta janphechan job jayegi bura gundagardi bhooke skte ijjjat jaye ldkiyo spa sarkar security milti bs kharab lgti,1,Akhilesh
akhlesh yadav jindabad,0,Akhilesh
aapke subscriber samjh aa desh chutiya kaata,0,Akhilesh
lag  aayenge अखिलेश यादव,45,Akhilesh
anjana om gunda rajya dikh,0,Akhilesh
news   started slavery sp congress party,0,Akhilesh
godi media,1,Akhilesh
video dekhna,0,Akhilesh
gajab chutiyapa news walo tumko malum party eatra hai,0,Akhilesh
yogi jindabad,0,Akhilesh
jhoothi,0,Akhilesh
sp jindabad,0,Akhilesh
respected sir aapka program dekhabahut sunder aako sader pranam,0,Akhilesh
अंजना हालत खराब दिए अखिलेश भइयाजय अखिलेश जय बाईस बाईसिकिल,19,Akhilesh
jai jai jai jai jai jai jai akhilesh,2,Akhilesh
akhilas vai dimpal vavi ghumne chala jao baska baeet,0,Akhilesh
akhilesh yadav cm,1,Akhilesh
अंजना जीवन कभी भूल पाएगी interview,18,Akhilesh
badalav janata hardik swagat,0,Akhilesh
gulu gulu sharma,1,Akhilesh
education makes different uneducated pm,5,Akhilesh
jai samajwad,1,Akhilesh
jumla party bjp,0,Akhilesh
vote samajvadi party,4,Akhilesh
imandar patrakar,2,Akhilesh
अंजना ओम कश्यप हद ज्यादा इमानदार पत्रकार,22,Akhilesh
योगीराज रामराज्य,0,Akhilesh
अंजना जान गई लाल रंग आने वाला,0,Akhilesh
jai jai akhilesh,0,Akhilesh
ayega yogi jay shri ram,0,Akhilesh
अंजना दीदी बीजेपी तरफ हों माना काम बात फस जाओगी,55,Akhilesh
भ्रष्टाचार जड इलेक्ट्राल बोण्ड,25,Akhilesh
bechari bilbilane lagi feeling sad her,0,Akhilesh
point worth yadav supremacy arrived,10,Akhilesh
ameesh devgan bar bar sharma akhilesh kah imandar patrakar,0,Akhilesh
नेताजी जिंदाबाद,8,Akhilesh
samajwadi party jindabad,0,Akhilesh
godi media baigot,0,Akhilesh
akhilesh yadav vot,0,Akhilesh
jay akhiles,0,Akhilesh
नि नु,0,Akhilesh
यादव हिन्दू,0,Akhilesh
khisiyani billi khambha noche bjp ar piyush jain chakker ed hal behal,1,Akhilesh
jay akhilesh,1,Akhilesh
ham haryana akhlesh yadav jay isko bot bjpko bjp abki hargi,0,Akhilesh
amish devgan शर्म करो दलाली बन्द,1,Akhilesh
rldakhilesh sarkar zindabaad,1,Akhilesh
akhilase yadav संघर्ष उत्तर प्रदेश apke,0,Akhilesh
घटिया रिपोर्टर,0,Akhilesh
प्रिय मुख्यमंत्री अकेले इतनी ताकत आपको गठबंधन जरूरत नहीं।,44,Akhilesh
jay samajwadi,0,Akhilesh
motivate friend family vote yogi pls,0,Akhilesh
th march comingwe backbest chief minister uttar pradesh,0,Akhilesh
present trth sir,0,Akhilesh
बाबा बर्बादी,0,Akhilesh
jai shree ram,7,Akhilesh
bjp sarkar biki patrakaar,0,Akhilesh
अखिलेश कह ली।,0,Akhilesh
time anchor angry host watch channels including rajdeep shows body godi media,3,Akhilesh
anjana mirchi lagi,0,Akhilesh
jai akhilesh bhaiya,8,Akhilesh
modi yogi jindabad,0,Akhilesh
imandar anjana om news  nsb godi media,1,Akhilesh
yogi baba jindabad,0,Akhilesh
amish devgan gajab bejjati,0,Akhilesh
babri vool jaenge,0,Akhilesh
jai akhilesh,0,Akhilesh
dho akhilesh yadav,0,Akhilesh
aaenge yogi,2,Akhilesh
dalal patraksr,0,Akhilesh
badlav   mission youp,2,Akhilesh
जबजब इमानदार पत्रकार अंजना ओम कश्यप बोलते सर कसम मजा जाता,1200,Akhilesh
bjp,0,Akhilesh
modi,0,Akhilesh
जय अखिलेश,0,Akhilesh
jai akhilesh bhaiya,6,Akhilesh
बीजेपी कम कम हिंदुओं चाहता केवल यादव मुस्लिम जानते,0,Akhilesh
sp mukhiya iye bi pucho janta बिजली inhone kiu pahuchai,0,Akhilesh
sir,1,Akhilesh
gullu jinda gullu jinda gullu jinda gullu jinda gullu jinda gullu jinda badgullu jinda gullu jinda gullu gullu jinda gullu jinda,0,Akhilesh
भाई पढ़ा लिखा पढ़ा लिखा बोलने तरीका बिल्कुल शांति सुन जवाब दे दम भाई लड़के जात पात केवल केवल जनता हित बात कही पूरे इंटरव्यू,8,Akhilesh
jay kisan jay samajwad jay akhilesh yadav jindabad jindabad,0,Akhilesh
jai jai akhilesh,4,Akhilesh
पत्रकार ईमानदार समाजवादी चोर समाजवादी चोर आंधी बात तकलीफ बीजेपी जिंदाबाद जिंदाबाद रहेगा,0,Akhilesh
अखिलेश प्रतिष्टीत जगह गोदी मोदी मीडिया बोलिये खुश होगी अंजना,16,Akhilesh
payega,0,Akhilesh
chor,0,Akhilesh
super cm akhilesh yadav,3,Akhilesh
jai akhilesh yadav,0,Akhilesh
bjp,4,Akhilesh
sppp,0,Akhilesh
उन्नतितरक्की राह चल पड़ेगा उत्तर प्रदेश वापस लौट विकास पुरुष श्री अखिलेश,11,Akhilesh
गुल्लू दलाल bd,13,Akhilesh
बहोत ईमानदार पत्रकार,0,Akhilesh
nishpaksh patrakaar,0,Akhilesh
jai akhiles,0,Akhilesh
akhlesh,0,Akhilesh
इतने ईमानदार शब्द सुन पा गोदी मीडिया,0,Akhilesh
anajana imaandaar,0,Akhilesh
man ndb,0,Akhilesh
desh chaokidar tha,0,Akhilesh
yogi maharaj,3,Akhilesh
pahle hamesa hmko bijli vajah hamesa paresaan pr,0,Akhilesh
ईमानदार जल गई अंजना,0,Akhilesh
uttar pradesh janata gundagardi chahti,4,Akhilesh
sp jeet gye,6,Akhilesh
proud,5,Akhilesh
speaking akhilesh,66,Akhilesh
jeet aklesh,2,Akhilesh
pappu bada pappu,0,Akhilesh
bjp hato desh bachao,1,Akhilesh
yadav sons pvt,0,Akhilesh
paiso baarish hai hoga elections time hai budget section ane bala,0,Akhilesh
weldone weldone jay akhilesh jay,0,Akhilesh
योगी आएगें योगीआएगें,1,Akhilesh
अखिलेश यादव जिंदाबाद समाजवादी पार्टी जिंदाबाद मनीष रावत पूर्व विधायक   विधानसभा सिधौली जिला सीतापुर,1,Akhilesh
maza aa,0,Akhilesh
दलाल मीडिया नफ़रत,1,Akhilesh
logo lite carina bhidh bhadu,0,Akhilesh
jai samajwadi party,2,Akhilesh
हर सीट खेत उसमे खड़ा सांड प्रत्यासी हराना है।टेनी याद रखना,19,Akhilesh
modi hatao desh bachaojay jawan jay kisan,8,Akhilesh
jay akhilesh,1,Akhilesh
adarniya akhilesh bhaiya jindabad,0,Akhilesh
ooo gulluu,0,Akhilesh
jai akhilesh,0,Akhilesh
back yogi,0,Akhilesh
gjb akhilesh sehla sehla devgan komja aa,30,Akhilesh
jai akhilesh jai sp,3,Akhilesh
akhilesh ham pagal gye bjp jitaye dhokha dhokha dhokha,0,Akhilesh
wishes akhilesh bhaiyya,1,Akhilesh
nishpakchh bjp pravakta amish,1,Akhilesh
modi सबको गुलाम बना,0,Akhilesh
bjp,1,Akhilesh
anjana band,0,Akhilesh
bjp,0,Akhilesh
pushparaj jain piyush jain relation hai,0,Akhilesh
anjana imandarrrr,0,Akhilesh
ईमानदार शब्द माहौल बना दिया।अखिलेश यादव गोदी मीडिया लगता रडार ले लिया अमीश देवगन ईमानदार पत्रकार पापा प्यारी,303,Akhilesh
अरिवलेश भाई बीजेपी छोड़ो मिडिया घेरो तभी जीत निश्चित होगी मै बिहार कह हूँ।,1,Akhilesh
akilash ker kay program godi media chodhay  sal,1,Akhilesh
बार उत्तर प्रदेश समाजवादी पार्टी सरकार बनेगी।,2,Akhilesh
पत्रकार साहब आपको बहुतबहुत धन्यवाद,0,Akhilesh
ranan neta qua chahtay chit mary pat mary,0,Akhilesh
pure desh sabi jante anjna tarfa,0,Akhilesh
win sp,0,Akhilesh
akhilesh jindabad,1,Akhilesh
akhilesh bhaiya jindabad,1,Akhilesh
ईमान दार इनाम दार बोलिए,0,Akhilesh
wait million views,1,Akhilesh
sp sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad,1,Akhilesh
